reward_case,slip_case,slip_enabled,slip_prob,seed,gamma,first_success_episode,final100_success_rate,final100_mean_episode_length,final100_mean_total_reward,final100_mean_base_total_reward,final100_mean_illegal_actions,final100_mean_illegal_pickups,final100_mean_illegal_dropoffs,final100_mean_slipped_actions,final100_mean_pickup_step,final100_mean_dropoff_after_pickup_steps
no_step_penalty,no_slip,False,0.2,2,0.99,2,1.0,14.08,18.5,5.57,0.15,0.08,0.07,0.0,5.87,8.21
no_step_penalty,no_slip,False,0.2,5,0.99,40,1.0,15.38,18.0,3.82,0.2,0.11,0.09,0.0,7.14,8.24
no_step_penalty,no_slip,False,0.2,7,0.99,3,1.0,14.94,18.2,4.44,0.18,0.09,0.09,0.0,6.69,8.25
no_step_penalty,no_slip,False,0.2,6,0.99,1,1.0,14.98,17.8,4.04,0.22,0.1,0.12,0.0,7.09,7.89
no_step_penalty,no_slip,False,0.2,8,0.99,19,0.92,37.27,12.5,-23.26,0.59,0.33,0.26,0.0,17.086021505376344,7.934782608695652
original,slip,True,0.2,99,0.99,0,0.97,49.51,-36.43,-36.43,0.81,0.42,0.39,9.44,34.20618556701031,10.649484536082474
no_step_penalty,no_slip,False,0.2,9,0.99,16,1.0,14.34,17.7,4.59,0.23,0.11,0.12,0.0,6.13,8.21
no_step_penalty,no_slip,False,0.2,14,0.99,14,1.0,14.25,17.4,4.41,0.26,0.11,0.15,0.0,6.52,7.73
no_step_penalty,no_slip,False,0.2,13,0.99,13,1.0,15.03,18.1,4.26,0.19,0.14,0.05,0.0,6.99,8.04
no_step_penalty,no_slip,False,0.2,10,0.99,26,1.0,14.55,17.1,3.84,0.29,0.14,0.15,0.0,6.48,8.07
no_step_penalty,no_slip,False,0.2,12,0.99,20,1.0,14.43,18.1,4.86,0.19,0.12,0.07,0.0,6.5,7.93
no_step_penalty,no_slip,False,0.2,11,0.99,12,1.0,14.85,18.1,4.44,0.19,0.08,0.11,0.0,6.89,7.96
no_step_penalty,no_slip,False,0.2,17,0.99,5,1.0,13.96,18.6,5.78,0.14,0.07,0.07,0.0,6.1,7.86
no_step_penalty,no_slip,False,0.2,16,0.99,13,1.0,15.68,17.6,3.16,0.24,0.1,0.14,0.0,7.64,8.04
no_step_penalty,no_slip,False,0.2,18,0.99,2,1.0,14.42,17.4,4.24,0.26,0.18,0.08,0.0,6.64,7.78
no_step_penalty,no_slip,False,0.2,19,0.99,3,1.0,14.54,17.6,4.3,0.24,0.15,0.09,0.0,6.35,8.19
no_step_penalty,no_slip,False,0.2,20,0.99,43,1.0,14.31,17.8,4.71,0.22,0.12,0.1,0.0,6.05,8.26
no_step_penalty,no_slip,False,0.2,15,0.99,13,1.0,15.41,17.6,3.43,0.24,0.12,0.12,0.0,7.59,7.82
no_step_penalty,no_slip,False,0.2,21,0.99,13,1.0,14.34,17.7,4.59,0.23,0.13,0.1,0.0,6.45,7.89
no_step_penalty,no_slip,False,0.2,22,0.99,13,1.0,14.58,18.4,4.98,0.16,0.1,0.06,0.0,6.63,7.95
no_step_penalty,no_slip,False,0.2,25,0.99,9,1.0,14.36,18.3,5.11,0.17,0.09,0.08,0.0,6.43,7.93
no_step_penalty,no_slip,False,0.2,23,0.99,34,1.0,14.56,17.6,4.28,0.24,0.15,0.09,0.0,6.47,8.09
no_step_penalty,no_slip,False,0.2,24,0.99,31,0.99,19.63,16.3,-1.99,0.35,0.15,0.2,0.0,9.464646464646465,8.343434343434344
no_step_penalty,no_slip,False,0.2,26,0.99,1,1.0,14.39,17.7,4.54,0.23,0.1,0.13,0.0,6.39,8.0
no_step_penalty,no_slip,False,0.2,31,0.99,1,1.0,14.01,18.3,5.46,0.17,0.12,0.05,0.0,5.93,8.08
no_step_penalty,no_slip,False,0.2,28,0.99,27,1.0,14.48,18.1,4.81,0.19,0.09,0.1,0.0,6.36,8.12
no_step_penalty,no_slip,False,0.2,29,0.99,26,1.0,14.22,18.3,5.25,0.17,0.07,0.1,0.0,6.12,8.1
no_step_penalty,no_slip,False,0.2,27,0.99,1,1.0,16.27,17.3,2.3,0.27,0.2,0.07,0.0,7.76,8.51
no_step_penalty,no_slip,False,0.2,30,0.99,7,1.0,15.04,18.0,4.16,0.2,0.1,0.1,0.0,6.65,8.39
no_step_penalty,no_slip,False,0.2,33,0.99,18,1.0,15.42,17.4,3.24,0.26,0.15,0.11,0.0,7.28,8.14
no_step_penalty,no_slip,False,0.2,32,0.99,7,1.0,14.95,18.4,4.61,0.16,0.08,0.08,0.0,7.0,7.95
no_step_penalty,no_slip,False,0.2,35,0.99,12,1.0,14.45,17.9,4.66,0.21,0.15,0.06,0.0,6.2,8.25
no_step_penalty,no_slip,False,0.2,36,0.99,38,1.0,14.71,17.4,3.95,0.26,0.12,0.14,0.0,6.79,7.92
no_step_penalty,no_slip,False,0.2,34,0.99,1,1.0,14.94,17.9,4.17,0.21,0.1,0.11,0.0,6.93,8.01
no_step_penalty,no_slip,False,0.2,40,0.99,0,1.0,14.69,17.8,4.33,0.22,0.11,0.11,0.0,6.62,8.07
no_step_penalty,no_slip,False,0.2,39,0.99,22,1.0,14.14,17.4,4.52,0.26,0.18,0.08,0.0,6.31,7.83
no_step_penalty,no_slip,False,0.2,38,0.99,5,1.0,15.07,16.5,2.78,0.35,0.14,0.21,0.0,6.75,8.32
no_step_penalty,no_slip,False,0.2,37,0.99,8,1.0,15.34,17.2,3.14,0.28,0.12,0.16,0.0,6.98,8.36
no_step_penalty,no_slip,False,0.2,41,0.99,27,1.0,14.12,17.9,4.99,0.21,0.11,0.1,0.0,6.23,7.89
no_step_penalty,no_slip,False,0.2,42,0.99,11,1.0,16.16,17.1,2.23,0.29,0.14,0.15,0.0,8.24,7.92
no_step_penalty,no_slip,False,0.2,44,0.99,1,1.0,15.03,18.1,4.26,0.19,0.1,0.09,0.0,7.07,7.96
no_step_penalty,no_slip,False,0.2,43,0.99,15,1.0,13.96,17.7,4.97,0.23,0.16,0.07,0.0,6.18,7.78
no_step_penalty,no_slip,False,0.2,45,0.99,19,1.0,14.55,17.6,4.29,0.24,0.15,0.09,0.0,6.57,7.98
no_step_penalty,no_slip,False,0.2,49,0.99,12,1.0,14.81,17.1,3.58,0.29,0.13,0.16,0.0,6.79,8.02
no_step_penalty,no_slip,False,0.2,47,0.99,31,1.0,14.29,18.3,5.18,0.17,0.07,0.1,0.0,6.39,7.9
no_step_penalty,no_slip,False,0.2,46,0.99,13,1.0,14.24,17.5,4.51,0.25,0.14,0.11,0.0,6.13,8.11
no_step_penalty,no_slip,False,0.2,52,0.99,24,1.0,14.47,17.8,4.55,0.22,0.11,0.11,0.0,6.52,7.95
no_step_penalty,no_slip,False,0.2,48,0.99,14,1.0,14.78,17.8,4.24,0.22,0.08,0.14,0.0,6.74,8.04
no_step_penalty,no_slip,False,0.2,50,0.99,32,1.0,14.28,17.8,4.74,0.22,0.11,0.11,0.0,6.55,7.73
no_step_penalty,no_slip,False,0.2,51,0.99,9,1.0,14.97,17.9,4.14,0.21,0.11,0.1,0.0,7.27,7.7
no_step_penalty,no_slip,False,0.2,54,0.99,2,1.0,14.39,17.1,4.0,0.29,0.19,0.1,0.0,6.31,8.08
no_step_penalty,no_slip,False,0.2,53,0.99,6,1.0,14.78,17.6,4.06,0.24,0.13,0.11,0.0,6.83,7.95
no_step_penalty,no_slip,False,0.2,55,0.99,30,1.0,16.47,17.6,2.37,0.24,0.14,0.1,0.0,8.08,8.39
no_step_penalty,no_slip,False,0.2,57,0.99,12,1.0,15.35,17.9,3.76,0.21,0.1,0.11,0.0,7.01,8.34
no_step_penalty,no_slip,False,0.2,60,0.99,6,1.0,14.67,17.8,4.35,0.22,0.14,0.08,0.0,6.52,8.15
no_step_penalty,no_slip,False,0.2,56,0.99,95,1.0,15.82,16.1,1.67,0.39,0.23,0.16,0.0,7.29,8.53
no_step_penalty,no_slip,False,0.2,58,0.99,6,1.0,14.02,17.9,5.09,0.21,0.12,0.09,0.0,6.38,7.64
no_step_penalty,no_slip,False,0.2,61,0.99,14,1.0,14.56,18.6,5.18,0.14,0.1,0.04,0.0,6.64,7.92
no_step_penalty,no_slip,False,0.2,59,0.99,40,1.0,14.95,17.6,3.89,0.24,0.12,0.12,0.0,6.78,8.17
no_step_penalty,no_slip,False,0.2,63,0.99,46,1.0,14.31,17.8,4.71,0.22,0.12,0.1,0.0,6.48,7.83
no_step_penalty,no_slip,False,0.2,62,0.99,36,1.0,14.67,18.0,4.53,0.2,0.12,0.08,0.0,6.78,7.89
no_step_penalty,no_slip,False,0.2,64,0.99,9,1.0,14.14,18.1,5.15,0.19,0.09,0.1,0.0,6.37,7.77
no_step_penalty,no_slip,False,0.2,65,0.99,2,1.0,14.25,18.2,5.13,0.18,0.11,0.07,0.0,6.36,7.89
no_step_penalty,no_slip,False,0.2,66,0.99,3,1.0,14.02,18.4,5.54,0.16,0.1,0.06,0.0,6.24,7.78
no_step_penalty,no_slip,False,0.2,67,0.99,1,1.0,14.57,17.6,4.27,0.24,0.08,0.16,0.0,6.83,7.74
no_step_penalty,no_slip,False,0.2,69,0.99,9,1.0,15.09,17.4,3.57,0.26,0.12,0.14,0.0,6.85,8.24
no_step_penalty,no_slip,False,0.2,70,0.99,40,1.0,15.31,17.7,3.62,0.23,0.08,0.15,0.0,6.87,8.44
no_step_penalty,no_slip,False,0.2,72,0.99,22,1.0,14.13,18.7,5.7,0.13,0.08,0.05,0.0,6.08,8.05
no_step_penalty,no_slip,False,0.2,68,0.99,11,1.0,14.68,18.0,4.52,0.2,0.08,0.12,0.0,6.25,8.43
no_step_penalty,no_slip,False,0.2,74,0.99,13,1.0,14.27,18.5,5.38,0.15,0.07,0.08,0.0,6.2,8.07
no_step_penalty,no_slip,False,0.2,73,0.99,23,1.0,14.9,17.9,4.21,0.21,0.1,0.11,0.0,6.87,8.03
no_step_penalty,no_slip,False,0.2,71,0.99,20,1.0,14.92,17.5,3.83,0.25,0.12,0.13,0.0,6.65,8.27
no_step_penalty,no_slip,False,0.2,75,0.99,13,1.0,14.14,18.4,5.42,0.16,0.09,0.07,0.0,6.25,7.89
no_step_penalty,no_slip,False,0.2,76,0.99,12,1.0,15.29,18.0,3.91,0.2,0.11,0.09,0.0,7.19,8.1
no_step_penalty,no_slip,False,0.2,77,0.99,2,1.0,15.38,18.2,4.0,0.18,0.11,0.07,0.0,7.36,8.02
no_step_penalty,no_slip,False,0.2,78,0.99,27,1.0,14.92,16.6,3.02,0.34,0.16,0.18,0.0,6.88,8.04
no_step_penalty,no_slip,False,0.2,79,0.99,46,1.0,15.4,18.3,4.07,0.17,0.05,0.12,0.0,7.16,8.24
no_step_penalty,no_slip,False,0.2,83,0.99,9,1.0,14.48,17.3,4.09,0.27,0.14,0.13,0.0,6.47,8.01
no_step_penalty,no_slip,False,0.2,82,0.99,22,1.0,14.86,18.6,4.88,0.14,0.09,0.05,0.0,6.65,8.21
no_step_penalty,no_slip,False,0.2,80,0.99,14,1.0,15.02,18.0,4.18,0.2,0.13,0.07,0.0,7.0,8.02
no_step_penalty,no_slip,False,0.2,86,0.99,28,1.0,14.32,17.8,4.7,0.22,0.14,0.08,0.0,6.61,7.71
no_step_penalty,no_slip,False,0.2,84,0.99,14,1.0,14.63,17.5,4.12,0.25,0.12,0.13,0.0,6.54,8.09
no_step_penalty,no_slip,False,0.2,81,0.99,27,1.0,15.84,17.3,2.73,0.27,0.13,0.14,0.0,7.64,8.2
no_step_penalty,no_slip,False,0.2,85,0.99,4,1.0,14.69,18.0,4.51,0.2,0.14,0.06,0.0,6.5,8.19
no_step_penalty,no_slip,False,0.2,87,0.99,3,1.0,14.34,18.8,5.58,0.12,0.05,0.07,0.0,6.5,7.84
no_step_penalty,no_slip,False,0.2,88,0.99,2,1.0,14.06,17.7,4.87,0.23,0.12,0.11,0.0,6.11,7.95
no_step_penalty,no_slip,False,0.2,89,0.99,43,1.0,15.02,17.6,3.82,0.24,0.16,0.08,0.0,6.62,8.4
no_step_penalty,no_slip,False,0.2,93,0.99,24,1.0,14.44,17.5,4.31,0.25,0.13,0.12,0.0,6.5,7.94
no_step_penalty,no_slip,False,0.2,90,0.99,7,1.0,14.91,18.0,4.29,0.2,0.11,0.09,0.0,6.43,8.48
no_step_penalty,no_slip,False,0.2,94,0.99,16,1.0,14.92,16.9,3.29,0.31,0.19,0.12,0.0,6.94,7.98
no_step_penalty,no_slip,False,0.2,92,0.99,10,1.0,13.89,17.2,4.59,0.28,0.13,0.15,0.0,6.21,7.68
no_step_penalty,no_slip,False,0.2,95,0.99,18,1.0,14.25,17.8,4.77,0.22,0.11,0.11,0.0,6.38,7.87
no_step_penalty,no_slip,False,0.2,91,0.99,9,1.0,14.32,17.7,4.61,0.23,0.14,0.09,0.0,6.38,7.94
no_step_penalty,no_slip,False,0.2,96,0.99,7,1.0,16.27,17.7,2.66,0.23,0.09,0.14,0.0,7.92,8.35
no_step_penalty,no_slip,False,0.2,97,0.99,16,1.0,14.73,17.8,4.29,0.22,0.09,0.13,0.0,6.72,8.01
no_step_penalty,no_slip,False,0.2,99,0.99,0,1.0,13.91,18.7,5.92,0.13,0.05,0.08,0.0,6.09,7.82
no_step_penalty,no_slip,False,0.2,98,0.99,8,1.0,15.1,17.9,4.01,0.21,0.1,0.11,0.0,6.72,8.38
no_step_penalty,slip,True,0.2,0,0.99,10,1.0,22.99,16.5,-5.14,0.35,0.19,0.16,4.02,11.32,11.67
no_step_penalty,slip,True,0.2,1,0.99,5,1.0,23.2,16.8,-5.08,0.32,0.21,0.11,4.09,10.96,12.24
no_step_penalty,slip,True,0.2,3,0.99,3,1.0,21.94,15.4,-5.08,0.46,0.25,0.21,4.01,10.55,11.39
no_step_penalty,slip,True,0.2,4,0.99,7,1.0,20.48,16.5,-2.63,0.35,0.14,0.21,3.47,9.99,10.49
no_step_penalty,slip,True,0.2,7,0.99,4,1.0,21.02,16.4,-3.26,0.36,0.16,0.2,3.8,10.31,10.71
no_step_penalty,slip,True,0.2,5,0.99,35,1.0,28.67,15.4,-11.81,0.46,0.25,0.21,5.2,17.72,10.95
no_step_penalty,slip,True,0.2,8,0.99,25,1.0,24.86,17.1,-6.47,0.29,0.1,0.19,4.89,12.82,12.04
no_step_penalty,slip,True,0.2,6,0.99,7,1.0,22.97,15.8,-5.75,0.42,0.24,0.18,3.98,12.15,10.82
no_step_penalty,slip,True,0.2,2,0.99,120,1.0,22.08,16.6,-4.14,0.34,0.15,0.19,3.82,10.15,11.93
no_step_penalty,slip,True,0.2,9,0.99,2,1.0,23.61,16.3,-5.94,0.37,0.21,0.16,4.31,12.45,11.16
no_step_penalty,slip,True,0.2,10,0.99,10,1.0,21.85,17.5,-3.1,0.25,0.11,0.14,3.65,10.98,10.87
no_step_penalty,slip,True,0.2,11,0.99,18,1.0,22.57,15.0,-6.07,0.5,0.26,0.24,4.28,10.95,11.62
no_step_penalty,slip,True,0.2,12,0.99,3,1.0,21.4,16.9,-3.19,0.31,0.16,0.15,3.83,10.08,11.32
no_step_penalty,slip,True,0.2,13,0.99,4,1.0,22.36,17.1,-3.97,0.29,0.11,0.18,3.84,11.35,11.01
no_step_penalty,slip,True,0.2,17,0.99,8,1.0,19.93,17.5,-1.18,0.25,0.14,0.11,3.63,8.59,11.34
no_step_penalty,slip,True,0.2,14,0.99,14,1.0,20.22,17.5,-1.47,0.25,0.13,0.12,3.42,9.59,10.63
no_step_penalty,slip,True,0.2,18,0.99,8,1.0,20.4,16.7,-2.37,0.33,0.15,0.18,3.75,9.64,10.76
no_step_penalty,slip,True,0.2,15,0.99,2,0.98,28.52,15.2,-11.9,0.44,0.23,0.21,5.14,13.63265306122449,11.387755102040817
no_step_penalty,slip,True,0.2,16,0.99,36,1.0,23.48,15.5,-6.53,0.45,0.24,0.21,4.09,12.17,11.31
no_step_penalty,slip,True,0.2,20,0.99,40,1.0,21.07,17.7,-2.14,0.23,0.14,0.09,4.0,9.25,11.82
no_step_penalty,slip,True,0.2,19,0.99,13,1.0,21.09,16.8,-2.97,0.32,0.16,0.16,3.76,9.68,11.41
no_step_penalty,slip,True,0.2,21,0.99,13,1.0,21.4,16.7,-3.37,0.33,0.16,0.17,3.8,10.7,10.7
no_step_penalty,slip,True,0.2,22,0.99,12,1.0,20.09,17.6,-1.25,0.24,0.09,0.15,3.43,9.4,10.69
no_step_penalty,slip,True,0.2,23,0.99,26,1.0,20.4,16.4,-2.64,0.36,0.18,0.18,3.74,9.26,11.14
no_step_penalty,slip,True,0.2,26,0.99,1,1.0,20.12,17.3,-1.55,0.27,0.12,0.15,3.44,9.46,10.66
no_step_penalty,slip,True,0.2,24,0.99,24,1.0,19.56,17.4,-0.9,0.26,0.18,0.08,3.41,8.34,11.22
no_step_penalty,slip,True,0.2,25,0.99,0,1.0,21.38,16.3,-3.71,0.37,0.21,0.16,3.57,10.45,10.93
no_step_penalty,slip,True,0.2,27,0.99,7,1.0,20.43,16.2,-2.85,0.38,0.23,0.15,3.44,9.15,11.28
no_step_penalty,slip,True,0.2,28,0.99,14,1.0,20.74,16.6,-2.8,0.34,0.21,0.13,3.49,10.53,10.21
no_step_penalty,slip,True,0.2,30,0.99,7,1.0,21.46,17.7,-2.53,0.23,0.12,0.11,3.97,10.53,10.93
no_step_penalty,slip,True,0.2,29,0.99,35,1.0,22.1,16.6,-4.16,0.34,0.2,0.14,3.61,10.69,11.41
no_step_penalty,slip,True,0.2,31,0.99,1,1.0,21.89,16.3,-4.22,0.37,0.2,0.17,3.77,10.49,11.4
no_step_penalty,slip,True,0.2,32,0.99,30,1.0,20.3,16.8,-2.18,0.32,0.18,0.14,3.58,9.63,10.67
no_step_penalty,slip,True,0.2,33,0.99,18,1.0,23.4,16.9,-5.19,0.31,0.17,0.14,4.19,12.27,11.13
no_step_penalty,slip,True,0.2,34,0.99,10,1.0,22.36,17.2,-3.88,0.28,0.16,0.12,3.95,11.21,11.15
no_step_penalty,slip,True,0.2,35,0.99,8,1.0,22.1,16.6,-4.16,0.34,0.16,0.18,4.14,10.21,11.89
no_step_penalty,slip,True,0.2,37,0.99,8,1.0,20.19,17.1,-1.8,0.29,0.09,0.2,3.61,9.74,10.45
no_step_penalty,slip,True,0.2,36,0.99,3,1.0,24.76,16.7,-6.73,0.33,0.15,0.18,4.37,14.01,10.75
no_step_penalty,slip,True,0.2,38,0.99,84,1.0,22.01,16.8,-3.89,0.32,0.22,0.1,4.24,10.13,11.88
no_step_penalty,slip,True,0.2,39,0.99,42,1.0,21.73,16.8,-3.61,0.32,0.18,0.14,3.67,11.1,10.63
no_step_penalty,slip,True,0.2,40,0.99,50,1.0,22.45,16.4,-4.69,0.36,0.14,0.22,4.04,11.42,11.03
no_step_penalty,slip,True,0.2,41,0.99,5,1.0,21.79,16.7,-3.76,0.33,0.14,0.19,4.23,9.68,12.11
no_step_penalty,slip,True,0.2,43,0.99,15,1.0,19.21,17.1,-0.82,0.29,0.17,0.12,3.32,8.89,10.32
no_step_penalty,slip,True,0.2,42,0.99,30,1.0,21.6,16.4,-3.84,0.36,0.15,0.21,3.59,10.73,10.87
no_step_penalty,slip,True,0.2,44,0.99,10,1.0,24.07,15.8,-6.85,0.42,0.21,0.21,4.39,11.65,12.42
no_step_penalty,slip,True,0.2,45,0.99,98,1.0,25.34,16.7,-7.31,0.33,0.15,0.18,4.43,12.99,12.35
no_step_penalty,slip,True,0.2,47,0.99,15,1.0,20.39,17.0,-2.09,0.3,0.15,0.15,3.66,8.83,11.56
no_step_penalty,slip,True,0.2,46,0.99,56,1.0,21.47,16.6,-3.53,0.34,0.17,0.17,3.67,11.03,10.44
no_step_penalty,slip,True,0.2,48,0.99,17,1.0,24.64,15.5,-7.69,0.45,0.24,0.21,4.76,13.36,11.28
no_step_penalty,slip,True,0.2,49,0.99,24,1.0,21.31,16.1,-3.82,0.39,0.23,0.16,3.55,10.23,11.08
no_step_penalty,slip,True,0.2,54,0.99,16,1.0,19.45,16.6,-1.51,0.34,0.18,0.16,3.21,8.51,10.94
no_step_penalty,slip,True,0.2,50,0.99,9,1.0,22.27,16.8,-4.15,0.32,0.19,0.13,3.83,11.0,11.27
no_step_penalty,slip,True,0.2,53,0.99,6,1.0,20.92,17.0,-2.62,0.3,0.12,0.18,3.62,9.77,11.15
no_step_penalty,slip,True,0.2,51,0.99,30,0.98,28.75,16.3,-11.14,0.33,0.2,0.13,5.63,14.33673469387755,10.918367346938776
no_step_penalty,slip,True,0.2,52,0.99,20,0.99,24.73,16.3,-7.09,0.35,0.16,0.19,4.16,13.6,11.151515151515152
no_step_penalty,slip,True,0.2,55,0.99,15,1.0,20.26,17.2,-1.78,0.28,0.13,0.15,3.64,9.29,10.97
no_step_penalty,slip,True,0.2,57,0.99,11,1.0,21.17,16.1,-3.68,0.39,0.18,0.21,4.02,9.06,12.11
no_step_penalty,slip,True,0.2,58,0.99,1,1.0,20.91,16.7,-2.88,0.33,0.18,0.15,3.78,10.23,10.68
no_step_penalty,slip,True,0.2,60,0.99,3,1.0,22.85,15.9,-5.54,0.41,0.24,0.17,4.37,11.58,11.27
no_step_penalty,slip,True,0.2,59,0.99,68,1.0,21.51,16.3,-3.84,0.37,0.2,0.17,3.6,9.52,11.99
no_step_penalty,slip,True,0.2,56,0.99,34,1.0,22.91,16.5,-5.06,0.35,0.17,0.18,3.97,11.91,11.0
no_step_penalty,slip,True,0.2,62,0.99,33,1.0,22.36,17.0,-4.06,0.3,0.15,0.15,4.16,10.73,11.63
no_step_penalty,slip,True,0.2,61,0.99,14,1.0,21.12,17.5,-2.37,0.25,0.13,0.12,4.01,9.52,11.6
no_step_penalty,slip,True,0.2,64,0.99,4,1.0,19.81,16.9,-1.6,0.31,0.17,0.14,3.63,8.91,10.9
no_step_penalty,slip,True,0.2,63,0.99,5,1.0,21.47,16.8,-3.35,0.32,0.14,0.18,3.58,10.88,10.59
no_step_penalty,slip,True,0.2,65,0.99,34,1.0,24.81,16.4,-7.05,0.36,0.23,0.13,4.87,13.21,11.6
no_step_penalty,slip,True,0.2,66,0.99,20,1.0,19.4,17.1,-1.01,0.29,0.13,0.16,3.43,8.46,10.94
no_step_penalty,slip,True,0.2,67,0.99,26,1.0,20.83,16.1,-3.34,0.39,0.25,0.14,3.52,10.3,10.53
no_step_penalty,slip,True,0.2,69,0.99,15,1.0,20.66,17.2,-2.18,0.28,0.17,0.11,3.61,10.03,10.63
no_step_penalty,slip,True,0.2,70,0.99,2,1.0,21.57,17.5,-2.82,0.25,0.14,0.11,3.87,10.31,11.26
no_step_penalty,slip,True,0.2,71,0.99,6,1.0,24.28,16.2,-6.7,0.38,0.18,0.2,4.19,13.02,11.26
no_step_penalty,slip,True,0.2,68,0.99,94,0.97,31.97,14.4,-16.1,0.5,0.35,0.15,5.8,14.616161616161616,14.711340206185566
no_step_penalty,slip,True,0.2,72,0.99,28,1.0,20.75,16.7,-2.72,0.33,0.22,0.11,3.77,8.46,12.29
no_step_penalty,slip,True,0.2,73,0.99,37,1.0,19.92,16.5,-2.07,0.35,0.16,0.19,3.09,8.67,11.25
no_step_penalty,slip,True,0.2,74,0.99,7,1.0,20.03,16.7,-2.0,0.33,0.16,0.17,3.55,8.97,11.06
no_step_penalty,slip,True,0.2,75,0.99,65,1.0,22.04,16.7,-4.01,0.33,0.2,0.13,3.98,10.37,11.67
no_step_penalty,slip,True,0.2,76,0.99,44,0.99,26.9,15.9,-9.62,0.39,0.2,0.19,5.21,13.525252525252526,11.626262626262626
no_step_penalty,slip,True,0.2,77,0.99,25,1.0,22.95,14.6,-6.81,0.54,0.3,0.24,4.05,12.13,10.82
no_step_penalty,slip,True,0.2,78,0.99,4,1.0,21.04,17.0,-2.74,0.3,0.16,0.14,3.65,10.01,11.03
no_step_penalty,slip,True,0.2,79,0.99,8,1.0,20.16,16.3,-2.49,0.37,0.19,0.18,3.63,9.45,10.71
no_step_penalty,slip,True,0.2,80,0.99,28,1.0,21.13,16.3,-3.46,0.37,0.18,0.19,3.5,9.58,11.55
no_step_penalty,slip,True,0.2,83,0.99,7,1.0,20.35,17.0,-2.05,0.3,0.16,0.14,3.61,9.1,11.25
no_step_penalty,slip,True,0.2,81,0.99,3,1.0,24.92,15.6,-7.88,0.44,0.23,0.21,4.37,14.36,10.56
no_step_penalty,slip,True,0.2,84,0.99,1,1.0,21.46,17.1,-3.07,0.29,0.16,0.13,3.93,9.37,12.09
no_step_penalty,slip,True,0.2,86,0.99,45,1.0,19.75,17.8,-0.73,0.22,0.11,0.11,3.42,9.0,10.75
no_step_penalty,slip,True,0.2,85,0.99,0,1.0,23.95,16.6,-6.01,0.34,0.15,0.19,4.54,12.52,11.43
no_step_penalty,slip,True,0.2,82,0.99,73,1.0,24.36,16.3,-6.69,0.37,0.18,0.19,4.49,12.38,11.98
no_step_penalty,slip,True,0.2,87,0.99,0,1.0,25.33,16.2,-7.75,0.38,0.18,0.2,4.71,14.05,11.28
no_step_penalty,slip,True,0.2,88,0.99,8,1.0,19.49,17.3,-0.92,0.27,0.17,0.1,3.4,8.44,11.05
no_step_penalty,slip,True,0.2,89,0.99,8,1.0,22.37,16.5,-4.52,0.35,0.14,0.21,3.94,10.93,11.44
no_step_penalty,slip,True,0.2,90,0.99,10,1.0,21.45,15.8,-4.23,0.42,0.22,0.2,3.95,10.75,10.7
no_step_penalty,slip,True,0.2,91,0.99,34,1.0,20.96,17.8,-1.94,0.22,0.13,0.09,3.64,9.82,11.14
no_step_penalty,slip,True,0.2,93,0.99,3,1.0,22.76,16.1,-5.27,0.39,0.19,0.2,4.19,11.44,11.32
no_step_penalty,slip,True,0.2,94,0.99,6,1.0,23.03,15.9,-5.72,0.41,0.23,0.18,4.23,11.66,11.37
no_step_penalty,slip,True,0.2,95,0.99,15,1.0,21.51,17.1,-3.12,0.29,0.14,0.15,3.79,10.81,10.7
no_step_penalty,slip,True,0.2,96,0.99,68,1.0,21.71,16.2,-4.13,0.38,0.27,0.11,3.71,10.77,10.94
no_step_penalty,slip,True,0.2,97,0.99,1,1.0,20.96,15.9,-3.65,0.41,0.16,0.25,3.57,9.85,11.11
no_step_penalty,slip,True,0.2,92,0.99,0,0.98,28.02,15.3,-11.31,0.43,0.19,0.24,5.17,15.252525252525253,11.112244897959183
no_step_penalty,slip,True,0.2,98,0.99,26,1.0,27.84,16.3,-10.17,0.37,0.18,0.19,5.23,15.43,12.41
no_step_penalty,slip,True,0.2,99,0.99,0,1.0,21.97,17.3,-3.4,0.27,0.12,0.15,3.95,11.12,10.85
sparse_success_only,no_slip,False,0.2,0,0.99,10,1.0,18.16,1.0,-9.58,1.38,0.72,0.66,0.0,10.12,8.04
sparse_success_only,no_slip,False,0.2,1,0.99,4,1.0,15.58,1.0,-0.25,0.63,0.26,0.37,0.0,7.5,8.08
sparse_success_only,no_slip,False,0.2,3,0.99,0,1.0,15.67,1.0,-0.7,0.67,0.33,0.34,0.0,7.69,7.98
sparse_success_only,no_slip,False,0.2,7,0.99,3,0.92,31.35,0.92,-68.46,6.27,3.17,3.1,0.0,8.804347826086957,7.880434782608695
sparse_success_only,no_slip,False,0.2,6,0.99,1,0.99,16.58,0.99,-5.87,1.12,0.59,0.53,0.0,6.797979797979798,7.929292929292929
sparse_success_only,no_slip,False,0.2,4,0.99,13,1.0,14.32,1.0,2.99,0.41,0.25,0.16,0.0,6.54,7.78
sparse_success_only,no_slip,False,0.2,2,0.99,2,1.0,17.15,1.0,-10.37,1.58,0.7,0.88,0.0,9.13,8.02
sparse_success_only,no_slip,False,0.2,8,0.99,19,1.0,15.84,1.0,-0.69,0.65,0.37,0.28,0.0,7.54,8.3
sparse_success_only,no_slip,False,0.2,5,0.99,40,1.0,18.39,1.0,-11.34,1.55,0.82,0.73,0.0,9.73,8.66
