variant,case,seed,is_slippery,dense_reward,first_success_episode,first_success_total_steps,resuccess_gap_episodes,post50_success_rate,post100_success_rate
holes_respawn_to_start,stoch_dense,54,1,1,38,7465,7,0.02,0.02
holes_respawn_to_start,stoch_dense,55,1,1,59,11679,86,0.0,0.01
holes_respawn_to_start,stoch_dense,56,1,1,192,38246,58,0.0,0.02
holes_respawn_to_start,stoch_dense,57,1,1,7,1341,90,0.0,0.01
holes_respawn_to_start,stoch_dense,58,1,1,29,5646,222,0.0,0.0
holes_respawn_to_start,stoch_dense,59,1,1,204,40649,39,0.02,0.01
holes_respawn_to_start,stoch_dense,60,1,1,26,5071,19,0.02,0.02
holes_respawn_to_start,stoch_dense,61,1,1,152,30254,1,0.02,0.01
holes_respawn_to_start,stoch_dense,62,1,1,70,13907,223,0.0,0.0
holes_respawn_to_start,stoch_dense,63,1,1,148,29544,106,0.0,0.0
holes_respawn_to_start,stoch_dense,64,1,1,14,2724,115,0.0,0.0
holes_respawn_to_start,stoch_dense,65,1,1,57,11266,313,0.0,0.0
holes_respawn_to_start,stoch_dense,66,1,1,67,13382,4,0.04,0.02
holes_respawn_to_start,stoch_dense,67,1,1,225,44953,17,0.02,0.02
holes_respawn_to_start,stoch_dense,68,1,1,91,18051,379,0.0,0.0
holes_respawn_to_start,stoch_dense,69,1,1,287,57384,17,0.02,0.01
holes_respawn_to_start,stoch_dense,70,1,1,383,76434,191,0.0,0.0
holes_respawn_to_start,stoch_dense,71,1,1,34,6624,51,0.0,0.01
holes_respawn_to_start,stoch_dense,72,1,1,189,37671,263,0.0,0.0
holes_respawn_to_start,stoch_dense,73,1,1,61,12086,15,0.02,0.01
holes_respawn_to_start,stoch_dense,74,1,1,7,1281,28,0.02,0.01
holes_respawn_to_start,stoch_dense,75,1,1,86,17072,9,0.02,0.01
holes_respawn_to_start,stoch_dense,76,1,1,30,5840,5,0.02,0.01
holes_respawn_to_start,stoch_dense,77,1,1,226,45140,6,0.02,0.01
holes_respawn_to_start,stoch_dense,78,1,1,146,29176,122,0.0,0.0
holes_respawn_to_start,stoch_dense,79,1,1,150,29895,8,0.02,0.02
holes_respawn_to_start,stoch_dense,80,1,1,92,18356,1,0.02,0.02
holes_respawn_to_start,stoch_dense,81,1,1,52,10384,5,0.02,0.03
holes_respawn_to_start,stoch_dense,82,1,1,87,17313,65,0.0,0.01
holes_respawn_to_start,stoch_dense,83,1,1,86,17154,45,0.02,0.04
holes_respawn_to_start,stoch_dense,84,1,1,15,2901,38,0.02,0.02
holes_respawn_to_start,stoch_dense,85,1,1,87,17327,34,0.02,0.01
holes_respawn_to_start,stoch_dense,86,1,1,68,13540,1,0.02,0.01
holes_respawn_to_start,stoch_dense,87,1,1,89,17748,40,0.02,0.05
holes_respawn_to_start,stoch_dense,88,1,1,71,14141,18,0.02,0.01
holes_respawn_to_start,stoch_dense,89,1,1,123,24548,121,0.0,0.0
holes_respawn_to_start,stoch_dense,90,1,1,71,14187,245,0.0,0.0
holes_respawn_to_start,stoch_dense,91,1,1,101,20188,333,0.0,0.0
holes_respawn_to_start,stoch_dense,92,1,1,86,17179,74,0.0,0.01
holes_respawn_to_start,stoch_dense,93,1,1,128,25595,40,0.04,0.02
holes_respawn_to_start,stoch_dense,94,1,1,141,28120,45,0.02,0.01
holes_respawn_to_start,stoch_dense,95,1,1,77,15357,15,0.04,0.02
holes_respawn_to_start,stoch_dense,96,1,1,60,11895,130,0.0,0.0
holes_respawn_to_start,stoch_dense,97,1,1,35,6926,191,0.0,0.0
holes_respawn_to_start,stoch_dense,98,1,1,50,9891,60,0.0,0.02
holes_respawn_to_start,stoch_dense,99,1,1,23,4554,87,0.0,0.01
