episode,det_sparse_success_rate,det_dense_success_rate,stoch_sparse_success_rate,stoch_dense_success_rate,det_sparse_success_rate_ma,det_dense_success_rate_ma,stoch_sparse_success_rate_ma,stoch_dense_success_rate_ma,det_sparse_avg_episode_length,det_dense_avg_episode_length,stoch_sparse_avg_episode_length,stoch_dense_avg_episode_length
6267,0.63,0.58,0.05,0.05,0.60905,0.6119,0.06115000000000001,0.057999999999999996,127.03,140.45,195.5,194.7
6268,0.53,0.6,0.07,0.07,0.6087,0.6127,0.06130000000000001,0.05805,148.97,133.48,194.16,194.46
6269,0.61,0.65,0.1,0.06,0.6088500000000001,0.6131,0.0614,0.05804999999999999,131.74,138.0,190.89,196.71
6270,0.6,0.56,0.09,0.12,0.6085,0.6137,0.0614,0.05754999999999999,133.77,140.05,191.74,190.62
6271,0.62,0.65,0.04,0.08,0.6086,0.61405,0.061500000000000006,0.0577,135.86,135.15,196.73,193.78
6272,0.63,0.63,0.03,0.09,0.60865,0.6149999999999999,0.0617,0.057499999999999996,126.73,134.2,198.52,190.35
6273,0.57,0.6,0.12,0.06,0.6085,0.615,0.06205000000000001,0.057449999999999994,142.9,128.04,191.25,196.39
6274,0.62,0.59,0.09,0.06,0.6086,0.6156,0.061900000000000004,0.057449999999999994,137.74,138.63,193.64,194.22
6275,0.65,0.51,0.06,0.09,0.60865,0.6159999999999999,0.06185,0.05745,130.58,146.29,194.99,194.48
6276,0.64,0.59,0.04,0.05,0.6087,0.6167999999999999,0.06165000000000001,0.05755,129.15,142.33,197.16,196.12
6277,0.58,0.61,0.03,0.03,0.60905,0.61725,0.06165000000000001,0.057699999999999994,144.72,140.64,197.45,197.39
6278,0.66,0.6,0.06,0.05,0.6085499999999999,0.61725,0.06135000000000001,0.05764999999999999,139.37,139.97,195.34,195.97
6279,0.64,0.61,0.04,0.01,0.6088499999999999,0.6169499999999999,0.06110000000000001,0.05749999999999999,135.25,138.98,195.65,199.82
6280,0.67,0.61,0.06,0.07,0.6091999999999999,0.6169499999999999,0.06065,0.05739999999999999,126.01,133.67,193.51,193.88
6281,0.62,0.64,0.06,0.04,0.6095499999999999,0.617,0.06085000000000001,0.057199999999999994,131.85,134.3,194.13,195.34
6282,0.64,0.57,0.12,0.07,0.6095499999999999,0.6177499999999999,0.06090000000000002,0.0571,132.72,139.02,188.31,191.93
6283,0.61,0.67,0.03,0.08,0.6094999999999999,0.6176499999999999,0.060350000000000015,0.0571,129.49,132.64,196.88,192.74
6284,0.65,0.56,0.04,0.06,0.6094499999999999,0.6179999999999999,0.06045000000000002,0.05735,132.99,142.31,197.03,192.36
6285,0.67,0.69,0.08,0.05,0.6090999999999999,0.61925,0.06040000000000001,0.0574,131.34,121.51,193.28,195.6
6286,0.65,0.67,0.03,0.06,0.6088499999999999,0.6198499999999999,0.06045000000000002,0.05745000000000001,137.05,140.74,195.61,197.05
6287,0.62,0.63,0.02,0.05,0.6090999999999999,0.6210999999999999,0.060200000000000024,0.057350000000000005,136.0,123.74,197.82,196.8
6288,0.62,0.56,0.02,0.04,0.6088499999999999,0.6214,0.06020000000000002,0.05755000000000001,136.32,143.92,199.04,196.86
6289,0.65,0.62,0.05,0.04,0.6088,0.6210999999999999,0.06100000000000001,0.05780000000000001,126.67,133.43,195.53,195.3
6290,0.6,0.57,0.14,0.08,0.60925,0.6212,0.06105000000000001,0.057650000000000014,137.52,137.62,186.44,195.46
6291,0.64,0.59,0.01,0.02,0.6089499999999999,0.6215499999999999,0.06085000000000001,0.05760000000000001,130.17,141.07,199.41,199.15
6292,0.63,0.61,0.07,0.07,0.6096,0.6223499999999998,0.06090000000000001,0.057650000000000014,132.65,136.76,192.91,196.64
6293,0.57,0.59,0.08,0.05,0.60985,0.6226999999999998,0.0609,0.05775000000000002,139.06,134.75,194.24,195.52
6294,0.65,0.56,0.01,0.04,0.6099999999999999,0.6226999999999998,0.0607,0.05755000000000002,126.31,145.6,199.72,197.18
6295,0.54,0.6,0.07,0.05,0.6097499999999999,0.6224,0.060649999999999996,0.057650000000000014,144.57,132.08,194.53,195.96
6296,0.63,0.67,0.09,0.05,0.6096,0.6226499999999999,0.06044999999999999,0.05770000000000001,133.59,122.36,193.06,193.88
6297,0.6,0.61,0.05,0.08,0.60975,0.6227499999999999,0.060399999999999995,0.05775000000000001,136.71,131.51,194.91,195.08
6298,0.73,0.59,0.06,0.06,0.6102,0.62245,0.06054999999999999,0.05740000000000001,115.65,138.47,191.55,194.73
6299,0.56,0.62,0.05,0.1,0.6103,0.6228999999999998,0.0605,0.05725000000000001,143.79,141.04,195.73,190.42
6300,0.63,0.61,0.05,0.11,0.6103,0.6227999999999999,0.06045,0.057150000000000006,138.54,136.34,196.15,189.88
6301,0.62,0.65,0.06,0.04,0.6099,0.62325,0.06045,0.05720000000000001,134.63,130.07,196.61,195.44
6302,0.64,0.55,0.04,0.1,0.6098499999999999,0.6234499999999998,0.06069999999999999,0.05725,130.64,142.24,197.8,191.01
6303,0.64,0.57,0.03,0.07,0.61025,0.6236499999999998,0.06054999999999999,0.057600000000000005,125.62,138.24,195.31,193.23
6304,0.6,0.63,0.07,0.04,0.61085,0.6236499999999999,0.06065,0.05775,135.66,132.72,195.23,197.26
6305,0.54,0.66,0.07,0.06,0.612,0.6239,0.060700000000000004,0.058,145.23,137.18,193.65,196.72
6306,0.59,0.64,0.06,0.02,0.61215,0.6239499999999999,0.061000000000000006,0.057850000000000006,135.92,135.92,194.59,199.32
6307,0.62,0.65,0.06,0.06,0.6122500000000001,0.6238999999999999,0.06130000000000001,0.057850000000000006,137.51,123.42,196.49,193.94
6308,0.6,0.59,0.07,0.01,0.6125,0.6245999999999999,0.06140000000000001,0.057700000000000015,129.92,138.5,193.58,199.0
6309,0.64,0.71,0.05,0.06,0.6120500000000001,0.6243999999999998,0.06125,0.05755000000000001,137.43,125.12,195.98,194.94
6310,0.67,0.63,0.03,0.03,0.6121,0.6246499999999998,0.061250000000000006,0.05740000000000001,132.24,130.21,198.79,198.28
6311,0.59,0.61,0.07,0.04,0.6125999999999999,0.6252999999999997,0.06115000000000001,0.05750000000000001,134.7,136.14,195.81,196.9
6312,0.56,0.69,0.07,0.02,0.6129499999999999,0.6250999999999998,0.06130000000000001,0.05725000000000001,140.34,130.59,191.38,199.87
6313,0.58,0.67,0.07,0.07,0.6134,0.6251499999999999,0.061200000000000004,0.05725000000000001,128.6,125.06,194.13,192.83
6314,0.58,0.64,0.02,0.04,0.6134499999999999,0.6248999999999998,0.060950000000000004,0.05730000000000001,139.68,134.26,198.42,194.79
6315,0.58,0.73,0.05,0.05,0.6135999999999998,0.6249499999999999,0.060750000000000005,0.05705000000000001,147.13,128.3,194.82,195.36
6316,0.54,0.6,0.06,0.05,0.6137499999999999,0.6253999999999998,0.0606,0.0568,155.02,134.59,194.31,195.66
6317,0.58,0.57,0.03,0.04,0.6139999999999999,0.6255999999999999,0.0602,0.057100000000000005,147.96,142.2,195.97,195.72
6318,0.66,0.69,0.03,0.03,0.6143499999999998,0.6257999999999998,0.060149999999999995,0.05715000000000001,128.99,121.95,198.15,197.9
6319,0.62,0.63,0.1,0.02,0.6140499999999999,0.6255999999999999,0.05999999999999999,0.05715000000000001,134.51,141.76,192.85,199.0
6320,0.64,0.7,0.07,0.04,0.6144499999999999,0.6259499999999999,0.06029999999999999,0.057050000000000003,135.77,122.53,195.95,197.6
6321,0.63,0.67,0.05,0.07,0.6146999999999999,0.6260999999999998,0.0605,0.05705,134.55,126.26,196.08,195.51
6322,0.75,0.61,0.05,0.06,0.6153499999999998,0.6260999999999998,0.06055000000000001,0.057249999999999995,115.17,135.33,194.25,194.64
6323,0.58,0.66,0.06,0.1,0.6160999999999999,0.6256999999999998,0.06035000000000001,0.057,142.66,133.48,194.58,191.7
6324,0.58,0.62,0.05,0.04,0.6166999999999999,0.6255999999999998,0.06045000000000001,0.05725,136.17,131.64,196.79,198.45
6325,0.72,0.63,0.03,0.03,0.6165999999999999,0.6255499999999998,0.060350000000000015,0.05755,119.57,136.91,198.09,197.38
6326,0.62,0.61,0.09,0.0,0.61675,0.6247999999999998,0.06025000000000001,0.0577,135.69,133.75,190.91,200.0
6327,0.65,0.59,0.08,0.06,0.6172,0.6239499999999998,0.06025000000000001,0.05790000000000001,133.84,135.86,192.87,194.08
6328,0.63,0.64,0.08,0.03,0.6175999999999999,0.6239999999999999,0.05990000000000001,0.058150000000000014,133.97,133.68,193.39,196.39
6329,0.68,0.67,0.08,0.04,0.6178,0.6240499999999999,0.060200000000000004,0.058150000000000014,131.64,124.27,191.42,196.95
6330,0.61,0.68,0.02,0.05,0.6176,0.6239999999999999,0.060300000000000006,0.05810000000000002,130.05,125.63,199.71,195.99
6331,0.58,0.67,0.05,0.11,0.6177499999999999,0.62305,0.05995000000000001,0.05815000000000001,141.19,132.14,197.12,187.72
6332,0.6,0.6,0.09,0.02,0.6180499999999999,0.623,0.06005000000000001,0.05785000000000001,133.37,133.32,193.29,198.6
6333,0.62,0.62,0.03,0.03,0.6183499999999998,0.62265,0.05995000000000001,0.057700000000000015,142.0,129.73,197.25,196.23
6334,0.61,0.61,0.08,0.05,0.6178999999999999,0.6227499999999999,0.05985000000000001,0.057700000000000015,133.75,131.86,190.64,195.67
6335,0.62,0.6,0.04,0.05,0.61735,0.6228999999999999,0.059750000000000004,0.057450000000000015,130.21,138.27,196.99,197.53
6336,0.64,0.69,0.05,0.05,0.6172499999999999,0.6230999999999999,0.0598,0.05740000000000001,137.65,121.78,195.02,194.67
6337,0.62,0.62,0.08,0.05,0.6168999999999999,0.6235999999999998,0.06,0.057550000000000004,135.55,126.58,191.5,195.21
6338,0.59,0.63,0.12,0.07,0.6174,0.62345,0.0602,0.057350000000000005,137.6,130.62,189.13,194.29
6339,0.59,0.66,0.04,0.09,0.61685,0.6238499999999999,0.06015,0.057550000000000004,141.32,127.23,193.99,192.7
6340,0.58,0.62,0.05,0.07,0.6163500000000001,0.6235499999999999,0.06015000000000001,0.05745,138.56,137.89,196.05,197.0
6341,0.6,0.69,0.05,0.08,0.6171500000000001,0.6238499999999999,0.06010000000000001,0.057550000000000004,133.44,124.43,195.7,193.26
6342,0.61,0.56,0.06,0.09,0.61745,0.6243499999999998,0.06020000000000001,0.057600000000000005,133.16,140.5,195.74,193.27
6343,0.63,0.62,0.11,0.06,0.6173000000000002,0.6246999999999998,0.060300000000000006,0.057550000000000004,136.88,124.3,191.06,194.82
6344,0.56,0.58,0.05,0.06,0.6169500000000001,0.6244999999999998,0.06030000000000001,0.05760000000000001,131.39,137.54,196.69,194.91
6345,0.6,0.67,0.01,0.08,0.6171000000000001,0.6247499999999998,0.06025000000000002,0.05775000000000002,136.12,127.88,198.71,193.77
6346,0.56,0.59,0.06,0.06,0.6174499999999999,0.6250999999999999,0.06035000000000002,0.05775000000000002,136.58,138.66,195.35,195.81
6347,0.6,0.61,0.06,0.04,0.6171000000000001,0.6248999999999999,0.060600000000000015,0.057750000000000024,131.71,129.42,194.67,194.74
6348,0.52,0.69,0.09,0.03,0.6172,0.6253499999999999,0.06070000000000001,0.05815000000000003,144.68,121.11,190.65,198.38
6349,0.55,0.66,0.08,0.04,0.6174999999999999,0.6252999999999999,0.060700000000000004,0.05830000000000002,145.81,126.86,193.24,195.91
6350,0.61,0.63,0.08,0.05,0.6179499999999999,0.6254999999999998,0.060500000000000005,0.05820000000000002,136.53,133.73,195.15,196.76
6351,0.53,0.67,0.08,0.09,0.6183999999999998,0.62515,0.060500000000000005,0.05825000000000002,139.03,123.66,193.17,192.7
6352,0.58,0.66,0.09,0.07,0.6180999999999999,0.6255499999999999,0.0605,0.058200000000000016,141.06,123.05,192.07,192.49
6353,0.53,0.6,0.09,0.06,0.6181999999999999,0.6257499999999999,0.06004999999999999,0.058200000000000016,147.28,134.45,193.05,196.14
6354,0.61,0.68,0.08,0.06,0.6184499999999998,0.6263999999999998,0.06,0.05810000000000001,142.74,126.02,194.72,193.61
6355,0.53,0.54,0.02,0.07,0.6184499999999998,0.6268999999999998,0.0599,0.05810000000000001,143.92,140.39,199.27,193.65
6356,0.58,0.61,0.09,0.08,0.6187999999999999,0.6270999999999998,0.05995,0.05800000000000001,144.79,139.84,192.87,196.08
6357,0.53,0.55,0.07,0.03,0.6191999999999999,0.6276999999999997,0.0599,0.05815000000000001,144.35,137.62,193.62,197.4
6358,0.56,0.63,0.05,0.08,0.6191499999999999,0.6278999999999998,0.060000000000000005,0.058300000000000005,136.72,132.34,197.08,194.77
6359,0.66,0.62,0.02,0.08,0.6195999999999998,0.6284999999999997,0.0599,0.05845,124.69,132.83,197.77,195.87
6360,0.6,0.63,0.06,0.06,0.6199999999999998,0.6286499999999997,0.05995,0.0585,137.01,131.21,195.91,195.46
6361,0.55,0.64,0.09,0.08,0.6201499999999998,0.6290999999999998,0.05985000000000001,0.05845,131.87,132.86,192.34,193.18
6362,0.58,0.51,0.06,0.05,0.6209999999999999,0.6300499999999997,0.059949999999999996,0.0583,135.51,142.58,194.87,196.83
6363,0.55,0.64,0.06,0.04,0.6209499999999999,0.6299499999999998,0.059899999999999995,0.058300000000000005,142.95,132.74,195.91,195.4
6364,0.53,0.64,0.03,0.08,0.6213999999999998,0.6304499999999997,0.059849999999999993,0.0586,147.36,133.82,197.65,192.61
6365,0.65,0.64,0.04,0.04,0.6213000000000001,0.6309499999999998,0.060049999999999985,0.058750000000000004,129.03,133.1,196.07,196.62
6366,0.63,0.59,0.11,0.14,0.6216500000000001,0.6308999999999998,0.060599999999999994,0.05880000000000001,130.96,140.93,189.83,189.68
6367,0.57,0.71,0.09,0.04,0.6219000000000002,0.6303499999999999,0.06049999999999999,0.05895000000000001,136.07,119.18,192.48,197.71
6368,0.57,0.66,0.04,0.04,0.6222500000000002,0.6305499999999999,0.060399999999999995,0.058900000000000015,137.19,133.01,197.5,197.65
6369,0.58,0.67,0.09,0.01,0.6227000000000001,0.6304999999999998,0.06025,0.058900000000000015,138.01,130.66,193.6,198.58
6370,0.63,0.62,0.06,0.07,0.6230000000000001,0.6304,0.06,0.05880000000000001,137.04,134.38,193.96,194.27
6371,0.62,0.63,0.11,0.03,0.6233000000000001,0.6311999999999999,0.05975,0.05840000000000001,137.39,127.83,193.63,197.34
6372,0.58,0.62,0.12,0.04,0.6233500000000001,0.6311,0.059949999999999996,0.05825000000000001,137.29,131.11,187.38,195.42
6373,0.63,0.6,0.04,0.03,0.6236499999999999,0.6312500000000001,0.06,0.05800000000000001,130.38,128.05,198.56,196.87
6374,0.64,0.67,0.03,0.06,0.6236999999999999,0.6311500000000001,0.059649999999999995,0.05815,131.39,128.51,197.32,196.52
6375,0.61,0.72,0.06,0.08,0.6238499999999998,0.6315,0.0595,0.05815000000000001,135.28,124.25,197.59,193.25
6376,0.63,0.67,0.07,0.08,0.6235999999999999,0.6325000000000001,0.0596,0.05790000000000001,141.0,131.46,192.55,191.63
6377,0.6,0.61,0.06,0.04,0.6235999999999999,0.6329,0.05965,0.05785,135.45,130.82,195.05,194.07
6378,0.62,0.61,0.03,0.04,0.6240499999999999,0.63325,0.0599,0.05795,135.94,144.65,197.49,195.99
6379,0.66,0.59,0.02,0.04,0.62435,0.6336499999999999,0.0598,0.05795,133.13,130.8,198.57,197.25
6380,0.64,0.57,0.07,0.04,0.6244999999999999,0.6339999999999999,0.0601,0.0581,133.53,139.84,192.63,197.83
6381,0.59,0.67,0.06,0.05,0.62485,0.6340999999999999,0.06015000000000001,0.058,131.92,125.54,196.67,193.73
6382,0.59,0.56,0.01,0.05,0.62505,0.6340999999999999,0.060250000000000005,0.058100000000000006,137.29,137.83,199.15,197.65
6383,0.6,0.66,0.07,0.07,0.62535,0.6345999999999999,0.06015,0.058100000000000006,137.24,125.93,194.96,192.11
6384,0.61,0.74,0.06,0.06,0.62595,0.6345999999999998,0.06035000000000001,0.057850000000000006,136.0,124.63,195.7,196.26
6385,0.62,0.66,0.07,0.06,0.62595,0.6352499999999998,0.06045000000000001,0.05775,127.53,129.87,194.91,193.79
6386,0.7,0.7,0.05,0.04,0.6261,0.6352499999999998,0.06025000000000001,0.05775000000000001,125.5,131.46,195.99,198.25
6387,0.58,0.64,0.06,0.09,0.6261499999999999,0.6351499999999998,0.060600000000000015,0.057600000000000005,143.98,132.27,196.77,191.53
6388,0.63,0.61,0.19,0.11,0.6265499999999998,0.6354499999999997,0.06075000000000001,0.05765000000000001,128.24,133.13,183.65,190.8
6389,0.64,0.6,0.08,0.06,0.6269999999999999,0.6360999999999998,0.06080000000000001,0.057850000000000006,133.5,134.15,196.27,196.11
6390,0.57,0.63,0.03,0.05,0.6269999999999999,0.6365999999999998,0.06090000000000002,0.05805,136.22,130.8,197.74,194.91
6391,0.73,0.68,0.06,0.06,0.6273499999999999,0.6373999999999999,0.060600000000000015,0.05784999999999999,124.9,125.56,193.6,192.41
6392,0.68,0.67,0.05,0.06,0.6278499999999998,0.6378999999999998,0.06080000000000001,0.057949999999999995,132.26,128.68,195.05,196.16
6393,0.64,0.6,0.05,0.02,0.62735,0.6382499999999999,0.0609,0.057749999999999996,130.57,139.76,196.56,197.97
6394,0.65,0.6,0.03,0.09,0.62715,0.63905,0.06085000000000001,0.05785,134.12,133.33,198.11,193.91
6395,0.54,0.61,0.03,0.08,0.6273,0.6396999999999999,0.06135000000000001,0.058,145.08,134.93,198.39,194.36
6396,0.67,0.65,0.04,0.06,0.6279,0.6400999999999999,0.06120000000000001,0.0579,131.96,135.25,196.4,195.22
6397,0.69,0.6,0.08,0.04,0.62815,0.6399999999999999,0.061050000000000014,0.057850000000000006,131.81,139.48,192.35,197.55
6398,0.59,0.65,0.04,0.04,0.6286499999999999,0.6397499999999999,0.061000000000000006,0.057600000000000005,135.96,132.96,197.05,195.81
6399,0.63,0.57,0.05,0.06,0.6282,0.6402999999999998,0.06095000000000001,0.057550000000000004,134.46,135.16,194.21,193.24
6400,0.54,0.6,0.07,0.05,0.6286499999999998,0.6408999999999999,0.061050000000000014,0.05735,145.35,137.48,193.23,195.32
6401,0.59,0.64,0.08,0.07,0.6285499999999998,0.6411499999999999,0.061050000000000014,0.057050000000000003,137.97,131.71,192.3,192.53
6402,0.66,0.62,0.05,0.08,0.6289499999999997,0.64145,0.06095000000000001,0.056999999999999995,133.05,136.58,195.58,195.56
6403,0.71,0.61,0.06,0.06,0.6288999999999997,0.6420499999999999,0.060850000000000015,0.056799999999999996,126.7,132.82,195.13,196.0
6404,0.76,0.62,0.07,0.09,0.6287999999999997,0.6425,0.06125000000000001,0.05675,122.51,136.25,193.9,192.72
6405,0.66,0.68,0.13,0.04,0.6291999999999998,0.6427999999999999,0.06120000000000002,0.05670000000000001,132.39,131.04,188.03,195.93
6406,0.57,0.6,0.11,0.06,0.6300499999999999,0.6431,0.06120000000000001,0.05675000000000001,140.55,138.14,191.13,194.13
6407,0.65,0.68,0.05,0.02,0.63035,0.64295,0.06125000000000002,0.05700000000000001,127.08,124.66,197.45,198.87
6408,0.57,0.62,0.03,0.08,0.63005,0.6429499999999999,0.06135000000000001,0.05705000000000001,140.91,124.12,196.82,192.11
6409,0.63,0.62,0.06,0.04,0.6304,0.6431999999999999,0.06140000000000001,0.05760000000000001,134.65,129.71,194.91,197.86
6410,0.67,0.69,0.06,0.06,0.6306499999999999,0.6431999999999999,0.06135000000000001,0.057500000000000016,142.6,133.19,194.97,193.1
6411,0.63,0.61,0.09,0.01,0.6303,0.6433999999999999,0.061450000000000005,0.057650000000000014,136.4,131.08,192.26,199.01
6412,0.6,0.64,0.03,0.06,0.6305499999999999,0.6433,0.061450000000000005,0.05780000000000002,135.75,128.45,196.03,193.84
6413,0.61,0.58,0.03,0.05,0.6311499999999999,0.6434000000000001,0.06135000000000001,0.05785000000000001,137.73,137.36,196.16,194.35
6414,0.59,0.59,0.05,0.08,0.6314999999999998,0.6434000000000001,0.06130000000000001,0.05775000000000001,144.58,131.8,193.15,193.75
6415,0.67,0.66,0.04,0.04,0.6319999999999999,0.64375,0.0614,0.057900000000000014,127.71,135.17,197.78,197.13
6416,0.64,0.65,0.04,0.1,0.6321999999999998,0.6433500000000001,0.061450000000000005,0.05800000000000001,128.89,134.1,198.59,191.2
6417,0.66,0.67,0.04,0.06,0.6331499999999999,0.6437,0.06145000000000001,0.05785000000000001,131.42,126.67,196.06,195.3
6418,0.6,0.61,0.03,0.04,0.6337499999999998,0.64435,0.06165000000000001,0.05780000000000001,126.5,136.42,197.65,195.92
6419,0.67,0.68,0.07,0.03,0.6338999999999998,0.6445000000000001,0.061800000000000015,0.05780000000000001,127.77,125.46,194.82,197.86
6420,0.62,0.67,0.07,0.08,0.6339999999999998,0.6446000000000001,0.061600000000000016,0.05815000000000001,134.21,130.65,194.7,192.11
6421,0.64,0.65,0.12,0.09,0.6339499999999998,0.6447,0.061600000000000016,0.05820000000000001,130.27,129.15,189.67,192.53
6422,0.74,0.66,0.04,0.06,0.63445,0.6448,0.06170000000000002,0.05820000000000001,122.02,128.89,196.74,193.99
6423,0.64,0.62,0.06,0.09,0.6335999999999999,0.6455,0.06170000000000002,0.058300000000000005,130.79,132.02,194.04,191.61
6424,0.59,0.66,0.07,0.1,0.6341,0.6459,0.06170000000000002,0.0581,136.7,138.97,192.93,191.41
6425,0.6,0.51,0.03,0.07,0.6349499999999999,0.64605,0.06180000000000002,0.0582,135.99,145.26,197.6,193.52
6426,0.63,0.5,0.05,0.05,0.6348499999999999,0.6466500000000002,0.062100000000000016,0.05825000000000001,138.32,138.48,195.94,196.78
6427,0.72,0.61,0.02,0.07,0.63495,0.64695,0.062100000000000016,0.05865000000000001,124.95,138.39,198.04,194.62
6428,0.65,0.62,0.08,0.07,0.6349999999999999,0.6472000000000001,0.06215000000000002,0.05870000000000001,136.49,127.33,190.37,194.01
6429,0.64,0.64,0.07,0.04,0.6353499999999999,0.64735,0.06215000000000001,0.05885000000000001,126.29,134.79,196.4,196.4
6430,0.67,0.51,0.02,0.08,0.6348999999999999,0.6473,0.06210000000000001,0.059050000000000005,125.61,145.28,198.08,193.23
6431,0.68,0.67,0.06,0.01,0.6351499999999998,0.6472,0.06225000000000001,0.059300000000000005,127.44,124.23,196.93,198.9
6432,0.68,0.64,0.03,0.02,0.6352499999999999,0.6475,0.062150000000000004,0.05910000000000001,121.37,134.17,197.25,198.22
6433,0.54,0.66,0.05,0.05,0.6353999999999999,0.6477999999999999,0.062,0.059350000000000014,138.81,133.02,196.64,194.19
6434,0.58,0.65,0.05,0.07,0.6356999999999999,0.6479499999999999,0.06235,0.05950000000000001,133.65,129.53,197.69,195.3
6435,0.63,0.62,0.03,0.03,0.6359999999999998,0.6482999999999999,0.06235,0.059600000000000014,136.16,130.15,198.71,198.0
6436,0.56,0.7,0.09,0.08,0.6357499999999998,0.6484999999999999,0.062450000000000006,0.059600000000000014,134.28,121.26,191.32,191.34
6437,0.72,0.57,0.06,0.04,0.6359999999999999,0.6484999999999999,0.0627,0.05975000000000001,117.49,134.28,195.01,196.69
6438,0.64,0.64,0.07,0.09,0.6365,0.6485499999999998,0.06265000000000001,0.05995000000000002,126.4,127.2,192.76,192.15
6439,0.57,0.6,0.07,0.08,0.6366999999999999,0.6488499999999998,0.062200000000000005,0.05995000000000002,134.6,134.46,194.57,193.55
6440,0.77,0.66,0.06,0.07,0.6367499999999999,0.6488999999999997,0.062450000000000006,0.05980000000000002,116.41,132.23,194.12,191.25
6441,0.64,0.67,0.06,0.05,0.6373,0.6495999999999997,0.0625,0.05970000000000001,132.25,129.42,194.43,196.69
6442,0.53,0.67,0.05,0.07,0.63745,0.6498499999999998,0.062450000000000006,0.05960000000000001,141.9,127.78,195.18,194.36
6443,0.55,0.6,0.06,0.07,0.63745,0.6503999999999999,0.06250000000000001,0.05925000000000001,136.66,141.18,195.95,195.91
6444,0.63,0.64,0.07,0.06,0.63735,0.6506499999999998,0.06210000000000001,0.05895000000000001,139.13,132.48,195.37,196.59
6445,0.67,0.67,0.06,0.04,0.6376000000000001,0.65135,0.062150000000000004,0.058850000000000006,131.04,131.92,194.45,196.06
6446,0.58,0.57,0.1,0.07,0.6378999999999999,0.65135,0.0627,0.05875000000000001,141.68,135.64,191.72,193.67
6447,0.66,0.69,0.09,0.11,0.6382,0.6517,0.06260000000000002,0.058650000000000015,128.42,125.42,192.52,191.48
6448,0.69,0.62,0.05,0.09,0.6391,0.65235,0.06255000000000001,0.05880000000000002,133.45,133.16,195.81,193.19
6449,0.68,0.61,0.03,0.06,0.6393500000000001,0.6522499999999999,0.06250000000000001,0.05890000000000001,129.35,138.68,198.78,194.15
6450,0.6,0.63,0.04,0.09,0.6401,0.6528499999999999,0.06250000000000001,0.05905000000000001,131.4,132.74,196.44,191.72
6451,0.61,0.64,0.09,0.07,0.64005,0.6536,0.06235,0.05905000000000001,140.08,138.49,192.19,195.82
6452,0.62,0.64,0.03,0.06,0.64015,0.6534500000000001,0.062200000000000005,0.058800000000000005,133.07,132.3,198.11,193.71
6453,0.64,0.67,0.02,0.06,0.64075,0.654,0.0621,0.05865000000000001,135.61,124.13,197.87,194.26
6454,0.69,0.68,0.07,0.08,0.6416,0.65425,0.06195,0.0585,128.34,118.81,194.54,194.4
6455,0.67,0.67,0.06,0.05,0.6418999999999999,0.6544,0.06195,0.0585,124.13,125.61,195.47,193.48
6456,0.7,0.7,0.05,0.08,0.6428999999999999,0.6552,0.062049999999999994,0.0583,123.42,123.94,194.54,192.18
6457,0.65,0.59,0.08,0.08,0.6432999999999999,0.65565,0.0621,0.05815,129.66,126.5,193.42,195.17
6458,0.69,0.7,0.06,0.05,0.6438499999999999,0.65655,0.061950000000000005,0.058399999999999994,124.3,128.39,194.46,196.26
6459,0.63,0.66,0.04,0.06,0.6443499999999999,0.6568999999999999,0.06215,0.05835,136.03,124.31,195.15,196.97
6460,0.61,0.74,0.03,0.07,0.6441499999999999,0.6571499999999999,0.06250000000000001,0.0584,129.9,126.82,198.11,194.01
6461,0.74,0.7,0.08,0.03,0.6444499999999999,0.6578499999999999,0.0625,0.05845,114.73,122.01,196.06,197.76
6462,0.62,0.67,0.08,0.07,0.6450999999999999,0.6581499999999999,0.062400000000000004,0.05840000000000001,131.24,127.25,191.65,194.81
6463,0.73,0.7,0.06,0.09,0.6453999999999999,0.6586999999999997,0.06255000000000001,0.058350000000000006,123.26,122.12,196.44,192.3
6464,0.58,0.66,0.08,0.09,0.6456499999999998,0.6590499999999999,0.06265,0.05850000000000001,136.12,123.3,193.23,191.44
6465,0.72,0.62,0.15,0.07,0.6462499999999999,0.6590999999999999,0.06285,0.05835000000000001,125.52,132.56,187.57,192.63
6466,0.74,0.6,0.09,0.07,0.6463999999999998,0.6592499999999998,0.0629,0.05830000000000002,120.87,136.87,192.74,192.09
6467,0.7,0.62,0.03,0.04,0.6463499999999999,0.6594999999999999,0.06265,0.058150000000000014,116.6,135.2,197.4,197.0
6468,0.62,0.59,0.04,0.07,0.6467999999999998,0.6591999999999999,0.06255000000000001,0.058150000000000014,127.23,140.03,197.42,194.2
6469,0.67,0.63,0.05,0.04,0.6473499999999998,0.65965,0.06255000000000002,0.05825000000000001,120.65,126.5,195.45,196.97
6470,0.66,0.72,0.04,0.04,0.6476499999999998,0.66005,0.06230000000000001,0.05835,124.28,124.03,196.81,195.97
6471,0.63,0.63,0.08,0.05,0.6478999999999998,0.6604,0.06225000000000001,0.0582,130.11,136.15,194.1,196.05
6472,0.69,0.66,0.04,0.04,0.6483999999999999,0.6605999999999999,0.06195000000000001,0.058300000000000005,126.63,131.03,197.88,196.22
6473,0.58,0.58,0.05,0.09,0.6488999999999998,0.6608999999999998,0.06160000000000001,0.05845,139.65,136.95,195.41,192.89
6474,0.65,0.66,0.06,0.06,0.6488499999999998,0.6612499999999999,0.06170000000000001,0.058550000000000005,130.61,127.49,196.51,197.39
