case,snapshot_type,snapshot_label,distance,mean_value,count
det_dense,fixed_episode,30000,3,1.0229571428571396,100
det_dense,fixed_episode,30000,4,1.0274418571428536,100
det_dense,fixed_episode,30000,5,1.0320245814285662,100
det_dense,fixed_episode,30000,6,1.03670433561428,100
det_dense,fixed_episode,30000,7,1.0414801492202854,100
det_dense,fixed_episode,30000,8,1.0463510621926966,100
det_dense,fixed_episode,30000,9,1.0513161229993389,100
det_dense,fixed_episode,30000,10,1.056374390340774,100
det_dense,fixed_episode,30000,11,1.0615249321516507,100
det_dense,fixed_episode,30000,12,1.0667668256872762,100
det_dense,fixed_episode,30000,13,1.0720991574304026,100
det_dense,fixed_episode,30000,14,1.0775210229989545,100
det_dense,event_based,first_success,0,0.0,100
det_dense,event_based,first_success,1,0.05071714078649985,100
det_dense,event_based,first_success,2,0.0013754657463072289,100
det_dense,event_based,first_success,3,0.001850202819707147,100
det_dense,event_based,first_success,4,0.002299156509134764,100
det_dense,event_based,first_success,5,0.002585716793754077,100
det_dense,event_based,first_success,6,0.0028909541563099544,100
det_dense,event_based,first_success,7,0.003164042771876923,100
det_dense,event_based,first_success,8,0.0037992479640695507,100
det_dense,event_based,first_success,9,0.004316744718347266,100
det_dense,event_based,first_success,10,0.004952419752832812,100
det_dense,event_based,first_success,11,0.005719558230434616,100
det_dense,event_based,first_success,12,0.006551022869507202,100
det_dense,event_based,first_success,13,0.007798537029556168,100
det_dense,event_based,first_success,14,0.009528025647158454,100
det_dense,event_based,first_success_plus_50,0,0.0,100
det_dense,event_based,first_success_plus_50,1,0.6633392243213199,100
det_dense,event_based,first_success_plus_50,2,0.39813829574948545,100
det_dense,event_based,first_success_plus_50,3,0.23379684952532992,100
det_dense,event_based,first_success_plus_50,4,0.13767952677933715,100
det_dense,event_based,first_success_plus_50,5,0.08819085654859593,100
det_dense,event_based,first_success_plus_50,6,0.06539843323432251,100
det_dense,event_based,first_success_plus_50,7,0.05570427009206093,100
det_dense,event_based,first_success_plus_50,8,0.056181379144644154,100
det_dense,event_based,first_success_plus_50,9,0.059387594304388704,100
det_dense,event_based,first_success_plus_50,10,0.06430740790610905,100
det_dense,event_based,first_success_plus_50,11,0.07045459330017566,100
det_dense,event_based,first_success_plus_50,12,0.078211876264826,100
det_dense,event_based,first_success_plus_50,13,0.08724376762214811,100
det_dense,event_based,first_success_plus_50,14,0.09769552145158521,100
det_dense,event_based,first_success_plus_100,0,0.0,100
det_dense,event_based,first_success_plus_100,1,0.8953415272809544,100
det_dense,event_based,first_success_plus_100,2,0.7495369448463195,100
det_dense,event_based,first_success_plus_100,3,0.6084513276948439,100
det_dense,event_based,first_success_plus_100,4,0.4788721375162073,100
det_dense,event_based,first_success_plus_100,5,0.3717186709225762,100
det_dense,event_based,first_success_plus_100,6,0.28769180726345606,100
det_dense,event_based,first_success_plus_100,7,0.22520104256314266,100
det_dense,event_based,first_success_plus_100,8,0.19487949742732116,100
det_dense,event_based,first_success_plus_100,9,0.17229395764022368,100
det_dense,event_based,first_success_plus_100,10,0.15935290125115883,100
det_dense,event_based,first_success_plus_100,11,0.1525002935412681,100
det_dense,event_based,first_success_plus_100,12,0.15112456000641847,100
det_dense,event_based,first_success_plus_100,13,0.15468610421778783,100
det_dense,event_based,first_success_plus_100,14,0.16077536991195274,100
stoch_sparse,fixed_episode,0,0,0.0,100
stoch_sparse,fixed_episode,0,1,0.0,100
stoch_sparse,fixed_episode,0,2,0.0,100
stoch_sparse,fixed_episode,0,3,0.0,100
stoch_sparse,fixed_episode,0,4,0.0,100
stoch_sparse,fixed_episode,0,5,0.0,100
stoch_sparse,fixed_episode,0,6,0.0,100
stoch_sparse,fixed_episode,0,7,0.0,100
stoch_sparse,fixed_episode,0,8,0.0,100
stoch_sparse,fixed_episode,0,9,0.0,100
stoch_sparse,fixed_episode,0,10,0.0,100
stoch_sparse,fixed_episode,0,11,0.0,100
stoch_sparse,fixed_episode,0,12,0.0,100
stoch_sparse,fixed_episode,0,13,0.0,100
stoch_sparse,fixed_episode,0,14,0.0,100
stoch_sparse,fixed_episode,100,0,0.0,100
stoch_sparse,fixed_episode,100,1,0.5178123304486437,100
stoch_sparse,fixed_episode,100,2,0.274708567969769,100
stoch_sparse,fixed_episode,100,3,0.1391148748252509,100
stoch_sparse,fixed_episode,100,4,0.06854629384459511,100
stoch_sparse,fixed_episode,100,5,0.03305332775737662,100
stoch_sparse,fixed_episode,100,6,0.0155122133989224,100
stoch_sparse,fixed_episode,100,7,0.007152763835656953,100
stoch_sparse,fixed_episode,100,8,0.004006107311796609,100
stoch_sparse,fixed_episode,100,9,0.002168582669422128,100
